level_0,index,order,row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0607,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818,NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0607,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818,ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0607,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812,cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0607,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812,bollnum,bollsize,bollasize,bollvol,bollavol,fc0623,fc0627,fc0630,a (3PL),b (3PL),c (3PL),max_cc (3PL),max_growth_rate (3PL),day_at_max_growth_rate (3PL),day1_at_half_max (3PL),day2_at_half_max (3PL),a (4PL),b (4PL),c (4PL),d (4PL),max_cc (4PL),max_growth_rate (4PL),day_at_max_growth_rate (4PL),day1_at_half_max (4PL),day2_at_half_max (4PL),alpha (4PR),beta (4PR),k (4PR),m (4PR),max_cc (4PR),max_growth_rate (4PR),day_at_max_growth_rate (4PR),day1_at_half_max (4PR),day2_at_half_max (4PR),a (5PL),b (5PL),c (5PL),d (5PL),g (5PL),max_cc (5PL),max_growth_rate (5PL),day_at_max_growth_rate (5PL),day1_at_half_max (5PL),day2_at_half_max (5PL)
381,382,383,7,5,103,1,1,2,12_BB_2139,Smith,No,1,9,12 BB 2139,Smith,0.02673007930019827,-0.002855,-0.007389,-0.004904,-0.000557,0.031524,0.052373,0.101109,0.15798,0.152413,0.127898,0.387904,0.346618,0.46283,0.536374,0.51204,0.524466,0.484455,0.518026,0.438543,0.435283,0.427924,0.430418,0.394406,0.389345,0.275007,0.153739,-0.043932,-0.042677,0.229465,0.279515,0.270209,0.390759,0.307595,0.366248,0.546728,0.649793,0.616904,0.514437,0.567266,0.480389,0.579008,0.560851,0.527365,0.566265,0.46995,0.414301,0.393825,0.192705,0.126968,0.004959,0.119771,0.255531,0.319271,0.431461,0.492577,0.561527,0.712376,0.624344,0.864821,0.945247,1.024504,1.124187,1.173963,1.157376,1.098873,1.144838,1.155392,1.094236,1.120801,1.105038,1.111727,1.169613,1.119192,0.517316,0.14418,0.07646,4.8e-05,0.009316,0.050741,0.084483,0.131738,0.193015,0.265919,0.421979,0.353869,0.554451,0.667871,0.718993,0.813965,0.855629,0.842996,0.790973,0.786177,0.819636,0.823993,0.784589,0.765437,0.80949,0.756615,0.650677,0.011077,55.1,740.029004,13.429795,2574.829687,46.767006,1,4,3,98.90368,6.725662,55.400063,98.90334,3.666371,55.0,43.503207,67.295975,0.478801,8.156215,55.331427,100.338356,100.286959,3.726797,54.0,42.814165,66.303636,99.180817,1541.888891,0.138292,0.793629,99.180065,3.654877,55.0,43.085782,67.155345,-0.117761,6.502513,67.560703,98.587428,2.861102,98.587303,3.560158,56.0,42.585024,68.035211
382,383,384,7,5,103,2,1,2,12_BB_2139,Smith,No,1,10,12 BB 2139,Smith,0.037683382472084026,-0.001426,-0.007402,-0.00686,0.001543,0.047674,0.06937,0.110793,0.16611,0.148805,0.137584,0.404798,0.37649,0.477267,0.553268,0.534322,0.553035,0.489374,0.506991,0.449392,0.455724,0.446614,0.453069,0.409755,0.398714,0.271774,0.153419,-0.044407,-0.041407,0.212251,0.270549,0.290063,0.397903,0.320993,0.384074,0.500499,0.642209,0.597852,0.507818,0.561304,0.472781,0.557137,0.566609,0.528521,0.544098,0.443369,0.401307,0.382128,0.193057,0.11545,0.007292,0.145795,0.305547,0.376567,0.478687,0.547625,0.607539,0.747651,0.657838,0.875468,0.962731,1.032511,1.140289,1.18049,1.163903,1.121514,1.174368,1.155386,1.095468,1.117491,1.111765,1.139115,1.163001,1.122292,0.449809,0.142298,0.074597,5.4e-05,0.013044,0.077984,0.11591,0.158028,0.226349,0.305623,0.479234,0.406578,0.61008,0.717924,0.776132,0.86575,0.912792,0.903511,0.852057,0.83694,0.869928,0.867424,0.833669,0.823956,0.855602,0.808361,0.664495,0.005522,61.8,796.495227,13.020295,2678.959814,43.869081,1,2,4,99.249992,6.493062,55.626741,99.249766,3.81072,56.0,44.143199,67.109933,0.766638,8.538667,55.590911,100.51381,100.476341,3.875155,54.0,43.590047,66.17044,98.683255,58167.506452,0.184849,1.546555,98.683234,3.90524,57.0,45.276329,67.22311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,384,385,7,6,104,1,1,C,PHY_499,Visual_Check,No,1,11,PHY499,Visual Check,0.026127145180644927,-0.001859,-0.011342,-0.008562,-0.002387,0.019152,0.039439,0.07401,0.14172,0.103333,0.102527,0.349916,0.331221,0.465314,0.496509,0.494648,0.500312,0.475267,0.490021,0.375135,0.398788,0.336985,0.375687,0.301112,0.321972,0.181431,0.093692,-0.04333,-0.039565,0.216746,0.24398,0.268188,0.360345,0.27768,0.343075,0.511881,0.641075,0.599098,0.522592,0.592473,0.500319,0.557377,0.555209,0.538147,0.493788,0.403723,0.370764,0.336539,0.185992,0.11007,0.002598,0.104679,0.237986,0.311002,0.400994,0.463101,0.545055,0.692996,0.643104,0.886566,0.981994,1.072042,1.159719,1.209596,1.188098,1.139655,1.176193,1.177874,1.107366,1.15217,1.148615,1.085763,1.138087,1.114904,0.37084,0.140698,0.066193,1.9e-05,0.008074,0.04081,0.072529,0.099623,0.138259,0.205179,0.346805,0.319153,0.552201,0.654612,0.737192,0.807916,0.850878,0.839865,0.756855,0.750117,0.786227,0.804778,0.729591,0.713375,0.675223,0.580832,0.515187,0.002006,54.0,726.619183,13.439687,2545.873364,46.961638,1,2,4,96.493289,5.231435,58.690382,96.493272,4.593248,59.0,49.420399,67.953642,0.674002,11.131038,58.627365,97.285805,97.279818,4.604747,58.0,48.966869,67.41682,95.487481,259312592.906963,0.303139,2.399949,95.487481,5.08998,61.0,51.861112,67.803704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,385,386,7,6,104,2,1,C,PHY_499,Visual_Check,No,1,12,PHY499,Visual Check,0.010953303171885758,-0.000472,-0.008097,-0.008183,0.001211,0.051757,0.058713,0.108311,0.179191,0.142557,0.122975,0.376959,0.320427,0.411205,0.465763,0.489945,0.461846,0.443238,0.445272,0.314888,0.326431,0.245677,0.286733,0.176372,0.214924,0.080478,0.00854,-0.049075,-0.037313,0.222323,0.260315,0.295754,0.37795,0.301418,0.371534,0.544315,0.621663,0.604063,0.531521,0.618794,0.517191,0.638645,0.564593,0.530922,0.58054,0.504637,0.385704,0.353779,0.18061,0.104707,0.005196,0.099122,0.246428,0.32129,0.438453,0.482057,0.561818,0.711876,0.64916,0.859715,0.960866,1.047411,1.142287,1.206194,1.179381,1.078857,1.09521,1.159348,1.086729,1.103024,1.054873,0.934641,0.881977,0.896096,0.374734,0.135983,0.064416,5.4e-05,0.006739,0.048214,0.091292,0.136856,0.180333,0.238617,0.367212,0.312927,0.455372,0.616125,0.719459,0.78536,0.785563,0.777242,0.677892,0.623746,0.670284,0.633554,0.547926,0.325406,0.349668,0.154005,0.113402,0.004469,37.3,439.214016,11.829997,1456.549539,39.24789,1,3,4,89.838964,6.033063,54.543715,89.838901,3.709006,55.0,43.863906,65.225214,0.521993,9.250081,54.376667,90.487872,90.473587,3.861051,53.0,43.553936,64.010633,89.864798,7016.296312,0.163564,0.956111,89.864723,3.711998,54.0,43.795357,65.173614,-0.516499,6.060637,113.552796,89.277462,58.095052,89.277462,3.459881,56.0,42.96375,67.329075
385,386,387,7,7,105,1,1,3,13Q-18,Smith,No,1,13,13Q-18,Smith,0.041100009149552974,0.00024,-0.007025,-0.012448,-0.000205,0.046594,0.085218,0.132085,0.20488,0.166218,0.169563,0.49214,0.372308,0.434512,0.5074,0.497294,0.500739,0.491799,0.487184,0.437525,0.416609,0.3892,0.416007,0.345728,0.339134,0.188627,0.09685,-0.0442,-0.044503,0.211887,0.260738,0.293434,0.399653,0.336772,0.391403,0.573244,0.658065,0.603487,0.513429,0.604125,0.498701,0.575118,0.588085,0.546658,0.560923,0.468034,0.408264,0.396747,0.211351,0.115983,0.006991,0.141335,0.315223,0.397798,0.526856,0.608275,0.683865,0.826448,0.730602,0.973407,1.065836,1.172606,1.275224,1.332525,1.295603,1.182671,1.26469,1.258307,1.186923,1.214024,1.202374,1.222725,1.266685,1.160769,0.558496,0.147087,0.065211,0.000192,0.017826,0.089195,0.142434,0.203627,0.274018,0.363848,0.514499,0.402521,0.550562,0.736663,0.82345,0.909077,0.966438,0.94349,0.857526,0.877635,0.893941,0.890328,0.846557,0.813256,0.819034,0.738042,0.489027,0.014503,59.3,762.499502,12.834983,2574.227295,43.416522,0,1,6,95.644805,7.015388,52.101179,95.644459,3.402458,52.0,39.703745,64.499518,-0.595895,7.150547,51.939285,97.487573,97.405919,3.436897,50.0,38.507508,63.482066,97.414165,0.028168,0.097596,0.000258,97.401782,3.491363,48.0,37.978958,63.091475,-0.119764,8.742514,47.640285,99.105371,0.602687,98.766604,3.637186,49.0,39.051929,61.928605
386,387,388,7,7,105,2,1,3,13Q-18,Smith,No,1,14,13Q-18,Smith,0.028438392638932747,0.000563,-0.007339,-0.012761,1.5e-05,0.032825,0.048542,0.085089,0.153282,0.113514,0.137329,0.427646,0.417909,0.475017,0.523714,0.506127,0.522545,0.501559,0.495707,0.452194,0.425822,0.395143,0.430759,0.361739,0.371868,0.210483,0.114387,-0.050988,-0.044443,0.214024,0.260516,0.301846,0.358831,0.308924,0.385216,0.580199,0.606603,0.581304,0.498754,0.587461,0.508999,0.567987,0.588912,0.555163,0.559525,0.466102,0.425652,0.410279,0.216422,0.115438,0.004483,0.095615,0.249754,0.327485,0.443968,0.520354,0.581835,0.724931,0.680288,0.914484,1.009394,1.108667,1.211082,1.279995,1.238738,1.167557,1.210698,1.228683,1.157733,1.190127,1.162502,1.163127,1.225233,1.164335,0.574116,0.156455,0.065659,4e-05,0.006929,0.04919,0.089617,0.139195,0.19639,0.280421,0.42147,0.416496,0.592081,0.698225,0.773051,0.855263,0.920192,0.900944,0.823976,0.816687,0.838693,0.851471,0.787002,0.763872,0.804748,0.699245,0.621227,0.018381,50.7,611.270526,12.246338,2006.252526,40.26301,0,2,4,99.208681,5.425555,55.542102,99.208664,4.550424,56.0,45.929818,65.156652,0.372462,10.187933,55.398301,99.96242,99.954546,4.605046,54.0,45.399117,64.408324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26532,7.263393,206.601347,98.315432,9422.804664,98.315432,4.523196,57.0,46.018323,66.368151
387,388,389,7,8,106,1,1,4,13Q-51,Smith,No,1,15,13Q-51,Smith,0.03376431069498729,0.000902,-0.005469,-0.011083,0.001736,0.058061,0.087572,0.131144,0.209921,0.153582,0.17523,0.43353,0.425865,0.47448,0.540962,0.52726,0.536487,0.520885,0.515697,0.462909,0.436394,0.363187,0.397486,0.332049,0.325399,0.185581,0.080747,-0.063948,-0.049059,0.208109,0.254496,0.277348,0.400607,0.3598,0.414438,0.56423,0.643031,0.609161,0.518192,0.593497,0.518016,0.562963,0.579297,0.541828,0.525287,0.430641,0.419518,0.408737,0.226835,0.102355,0.002866,0.136713,0.302644,0.380251,0.495956,0.575875,0.63941,0.772048,0.691626,0.906153,1.005625,1.10427,1.200811,1.259417,1.242917,1.115567,1.248231,1.173975,1.111765,1.173531,1.16157,1.134206,1.139751,0.97879,0.498832,0.166371,0.058286,1.7e-05,0.015166,0.082605,0.140697,0.200048,0.269494,0.367663,0.515705,0.449281,0.620069,0.743589,0.803978,0.877729,0.931199,0.913208,0.823139,0.831201,0.866354,0.867578,0.824446,0.770921,0.822355,0.712026,0.541182,0.013921,65.2,745.441235,11.529789,2384.147314,37.032351,0,3,7,98.858018,7.10053,52.497225,98.857579,3.470679,52.0,39.942207,65.052111,-0.327951,7.172903,52.326808,100.657421,100.570693,3.521181,50.0,38.835732,63.925347,100.074166,45.970464,0.106294,0.237026,100.06748,3.496913,50.0,38.434905,64.142655,-0.699814,6.236845,58.341047,99.471216,1.694646,99.461673,3.403446,51.0,38.530318,65.082559
388,389,390,7,8,106,2,1,4,13Q-51,Smith,No,1,16,13Q-51,Smith,0.038788761691265154,0.001339,-0.007033,-0.01167,-0.000619,0.057864,0.09028,0.130586,0.196403,0.142551,0.168137,0.42032,0.425105,0.480431,0.525626,0.516301,0.51234,0.514552,0.512868,0.438273,0.416686,0.311322,0.356324,0.285032,0.275695,0.134284,0.045219,-0.058534,-0.05359,0.206047,0.250715,0.288044,0.369978,0.354958,0.397647,0.539948,0.615172,0.601361,0.513689,0.596356,0.518382,0.570117,0.572367,0.535384,0.512251,0.432706,0.392569,0.372627,0.228188,0.102595,0.001172,0.142342,0.307685,0.394015,0.505961,0.599171,0.676926,0.800163,0.747998,0.953853,1.038235,1.130599,1.214573,1.27947,1.257462,1.222553,1.203878,1.186718,1.162438,1.18705,1.177985,1.046131,1.166409,1.012962,0.520595,0.164437,0.061979,3e-06,0.016129,0.088197,0.14289,0.187606,0.263359,0.354661,0.514554,0.4897,0.637969,0.738275,0.810768,0.869738,0.936106,0.915256,0.796621,0.797328,0.82654,0.836248,0.777007,0.732233,0.71863,0.631813,0.473874,0.018277,64.3,755.734185,11.835282,2531.019787,39.747237,0,1,4,98.792708,7.209021,52.965892,98.792143,3.420508,53.0,40.229478,65.703106,0.107959,7.228906,52.819965,100.441093,100.353826,3.493153,51.0,39.311438,64.449886,98.84798,1289.070425,0.136513,0.953113,98.84731,3.416836,53.0,40.12575,65.672975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,390,391,7,9,107,1,1,C,PHY_499,Visual_Check,No,1,17,PHY499,Visual Check,0.025021765961463795,-0.000395,-0.00583,-0.011613,-8.3e-05,0.053376,0.057231,0.101143,0.168198,0.121045,0.111324,0.326993,0.284063,0.383128,0.452461,0.460209,0.478424,0.451749,0.445097,0.383442,0.388754,0.320405,0.377412,0.326657,0.320544,0.199696,0.125079,-0.040286,-0.051617,0.193767,0.236522,0.262217,0.35711,0.314423,0.375503,0.524544,0.63292,0.640296,0.564891,0.636707,0.550392,0.61734,0.605622,0.577179,0.584399,0.511846,0.430889,0.403876,0.235147,0.095365,0.00112,0.090139,0.185731,0.26719,0.379807,0.469761,0.49166,0.62942,0.55677,0.789801,0.855338,0.955077,1.027166,1.107755,1.083126,1.006497,1.081584,1.0713,1.013081,1.035637,1.033962,1.021857,1.060808,1.003974,0.332574,0.166532,0.054923,2e-06,0.010194,0.047792,0.089426,0.125635,0.166045,0.219748,0.332386,0.255676,0.394972,0.525747,0.638829,0.714827,0.747791,0.758377,0.708931,0.71248,0.730028,0.744106,0.690221,0.669425,0.721805,0.645856,0.551591,0.004371,35.4,438.609974,11.683927,1466.637921,38.275575,0,3,9,90.569819,7.817828,57.735424,90.567381,2.891492,58.0,43.92721,71.547598,-0.033456,7.202204,57.600866,92.570063,92.415886,2.945067,55.0,42.813949,70.32431,91.950643,51.985598,0.097667,0.251729,91.928756,2.93493,55.0,42.35733,70.496668,-0.147855,6.874363,59.400542,92.11146,1.169882,92.018306,2.911834,56.0,42.721658,70.737547
390,391,392,7,9,107,2,1,C,PHY_499,Visual_Check,No,1,18,PHY499,Visual Check,0.03446773383446619,-0.001629,-0.007043,-0.008853,0.003854,0.104798,0.093618,0.153253,0.229345,0.138343,0.153098,0.411916,0.376663,0.45436,0.506073,0.510471,0.517722,0.499597,0.474799,0.402172,0.393243,0.336242,0.379264,0.320633,0.322538,0.172296,0.103253,-0.04925,-0.053551,0.186591,0.238135,0.294683,0.37244,0.35751,0.421026,0.572409,0.643105,0.637808,0.531422,0.601418,0.529257,0.596158,0.603195,0.566785,0.547194,0.479961,0.396256,0.39142,0.2353,0.094524,0.001005,0.121695,0.264468,0.344843,0.469261,0.550749,0.598812,0.73097,0.622863,0.86076,0.950943,1.038628,1.113549,1.165457,1.141546,1.072479,1.126243,1.112227,1.073659,1.105358,1.107615,1.092372,1.12455,1.105753,0.618714,0.162581,0.054315,3e-06,0.016121,0.079861,0.135389,0.195191,0.233296,0.323916,0.430145,0.352937,0.527792,0.665736,0.764875,0.833419,0.874652,0.865039,0.780509,0.796861,0.805003,0.817776,0.767325,0.749842,0.794364,0.722895,0.595505,0.012388,60.6,878.766308,14.698192,3117.973486,52.364481,1,1,7,96.337875,9.161307,51.906125,96.331453,2.626258,52.0,35.733573,68.076239,0.167437,5.405962,52.033718,99.72656,99.256331,2.672227,49.0,34.186686,66.579861,97.622395,35.151463,0.088401,0.445605,97.589919,2.607269,49.0,34.18472,67.683888,-1.014827,4.073901,80.493618,96.383063,4.596392,96.38112,2.476064,51.0,32.731903,69.55948
391,392,393,7,10,108,1,1,5,TAM_11K-13_ELSU,Smith,No,1,19,TAM 11K-13 ELSU,Smith,0.032357464416029484,-0.001262,-0.008504,-0.006294,0.004895,0.060898,0.083859,0.134447,0.215232,0.140694,0.152968,0.446622,0.404131,0.472234,0.51603,0.511618,0.553845,0.48882,0.499998,0.423659,0.423266,0.388701,0.429425,0.374234,0.363641,0.210403,0.137381,-0.049672,-0.041797,0.194065,0.239466,0.278636,0.39424,0.365581,0.416153,0.571854,0.605781,0.609271,0.504498,0.58024,0.502266,0.577803,0.599268,0.554934,0.545904,0.491722,0.415004,0.42296,0.235581,0.086162,0.01017,0.170939,0.31093,0.378654,0.501114,0.552147,0.600907,0.724432,0.641818,0.830204,0.911635,0.98617,1.058845,1.111631,1.097482,1.01804,1.087549,1.056228,1.017296,1.030202,1.029733,1.042079,1.066762,1.018032,0.534798,0.159114,0.03998,0.00013,0.021455,0.084166,0.131392,0.197626,0.25664,0.345855,0.484969,0.427755,0.567274,0.677737,0.735047,0.808765,0.859728,0.849982,0.762265,0.774861,0.789083,0.784908,0.75103,0.737298,0.764987,0.710519,0.627251,0.017975,50.5,643.889022,12.696288,2114.636291,41.671615,0,3,4,99.815738,6.691574,52.908184,99.815516,3.722058,53.0,41.083881,64.735533,0.639982,7.927273,52.846237,101.078334,101.033915,3.818868,51.0,40.538139,63.59073,99.815406,2719.005941,0.149458,1.000333,99.815184,3.722071,53.0,41.084491,64.735773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,393,394,7,10,108,2,1,5,TAM_11K-13_ELSU,Smith,No,1,20,TAM 11K-13 ELSU,Smith,0.02542372204116602,-0.001165,-0.008104,-0.011838,0.001,0.055951,0.051682,0.095648,0.183554,0.112752,0.133107,0.397057,0.385018,0.471141,0.496973,0.499504,0.537708,0.490356,0.498101,0.431696,0.430719,0.409276,0.432431,0.363518,0.377586,0.223074,0.144684,-0.042735,-0.040941,0.200095,0.224061,0.279521,0.331995,0.327901,0.379189,0.603717,0.608632,0.612947,0.521914,0.598195,0.510188,0.596114,0.607202,0.573884,0.584765,0.571592,0.457151,0.44276,0.217089,0.066096,0.001161,0.110837,0.234874,0.316051,0.439097,0.499686,0.564445,0.683393,0.623152,0.804471,0.866845,0.932718,1.01462,1.06799,1.048518,0.969717,1.046548,1.011525,0.961834,0.97505,0.9668,1.007694,1.004871,1.004326,0.576412,0.149629,0.031396,4e-06,0.006598,0.040845,0.084617,0.137706,0.189568,0.289441,0.409248,0.36558,0.522392,0.622676,0.67307,0.752208,0.800996,0.787338,0.729363,0.733268,0.753687,0.736051,0.710382,0.683124,0.715412,0.647612,0.568459,0.015725,39.6,396.761657,9.884776,1156.124108,28.541875,0,2,5,99.349763,5.895088,55.653911,99.349703,4.199576,56.0,45.22035,66.085047,0.473284,9.404374,55.531638,100.305572,100.28888,4.261629,54.0,44.661576,65.234093,98.800978,428123.058521,0.216195,1.75811,98.800976,4.331987,57.0,46.632215,66.329235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,394,395,7,11,109,1,1,6,10x-64,Hague,No,1,21,10x-64,Hague,0.038487294631488485,4.3e-05,-0.005238,-0.006344,0.00562,0.074092,0.133034,0.181801,0.276788,0.199909,0.203356,0.4746,0.42419,0.437952,0.502599,0.50863,0.5357,0.509827,0.50075,0.42801,0.439711,0.392545,0.406144,0.393005,0.380746,0.240138,0.167421,-0.03895,-0.043257,0.193592,0.239796,0.288545,0.450636,0.447203,0.458696,0.592289,0.649557,0.634635,0.513592,0.607412,0.515699,0.589902,0.604181,0.562413,0.557954,0.540238,0.426669,0.417171,0.225135,0.07822,0.011378,0.194575,0.375384,0.4877,0.620964,0.724537,0.795257,0.914741,0.832557,1.026108,1.128844,1.200721,1.283831,1.340875,1.317128,1.185471,1.324617,1.265708,1.202184,1.231237,1.231422,1.228431,1.281816,1.275981,0.36745,0.158891,0.031812,0.000197,0.032162,0.139364,0.224226,0.306217,0.417565,0.53375,0.642206,0.506344,0.646758,0.80609,0.870063,0.950717,1.002462,0.985705,0.876167,0.918431,0.915667,0.918941,0.879821,0.851069,0.875159,0.827675,0.796893,0.010898,54.1,806.111645,14.98337,2871.683776,53.408672,2,2,5,96.632904,6.46101,47.23013,96.632847,3.730456,47.0,35.806328,58.655506,-0.470621,7.001845,47.002543,98.216915,98.169585,3.743636,45.0,34.580096,57.643707,98.031702,0.022072,0.106219,0.00022,98.02827,3.819134,43.0,34.112565,57.212513,0.840509,12.252227,40.008886,101.649772,0.324257,100.954155,4.407126,43.0,35.966241,53.889041
394,395,396,7,11,109,2,1,6,10x-64,Hague,No,1,22,10x-64,Hague,0.030247194997592777,0.000547,-0.005382,-0.00696,0.005612,0.083215,0.111029,0.163145,0.266196,0.187039,0.189039,0.441053,0.479976,0.485154,0.542794,0.513013,0.541139,0.51632,0.527342,0.433995,0.43865,0.411328,0.414151,0.389865,0.374248,0.235329,0.158346,-0.05267,-0.054816,0.186873,0.222036,0.283442,0.392587,0.424242,0.465735,0.611261,0.595948,0.600888,0.503495,0.582987,0.511334,0.581204,0.608529,0.566882,0.567731,0.532264,0.453098,0.415429,0.228757,0.075871,0.002575,0.168754,0.337823,0.449374,0.58198,0.67371,0.733517,0.853213,0.812357,1.028681,1.101219,1.203659,1.275747,1.344316,1.321999,1.234844,1.349827,1.333509,1.258762,1.306483,1.32825,1.287769,1.360474,1.308207,0.313321,0.166825,0.031216,3e-05,0.023539,0.115908,0.190557,0.272837,0.376345,0.498766,0.619892,0.587975,0.735606,0.844374,0.906595,0.981673,1.034261,1.015653,0.93695,0.966036,0.966266,0.971622,0.931503,0.925247,0.934047,0.887971,0.827227,0.006013,55.0,756.652343,13.839902,2609.087646,47.830252,1,1,6,99.051635,7.020382,48.935503,99.051405,3.521262,49.0,36.528687,61.341805,0.200333,6.895955,48.820379,100.612544,100.542334,3.614326,47.0,35.718569,60.009067,99.827921,87.052864,0.115127,0.400144,99.825749,3.533084,47.0,35.360491,60.673129,-0.20423,6.122896,52.991036,99.857689,1.471699,99.841963,3.488517,48.0,35.29659,60.984532
395,396,397,7,12,110,1,1,C,PHY_499,Visual_Check,No,1,23,PHY499,Visual Check,0.0325584424558806,0.0004,-0.00352,-0.005381,0.005991,0.094664,0.137893,0.19392,0.295025,0.209812,0.209225,0.451286,0.475703,0.484828,0.546877,0.5324,0.550359,0.524185,0.51806,0.43371,0.388336,0.378692,0.398507,0.368761,0.353061,0.205057,0.141484,-0.040142,-0.05575,0.181876,0.245605,0.283003,0.434089,0.45746,0.472218,0.580438,0.631766,0.598441,0.508899,0.579301,0.5171,0.568834,0.610119,0.573547,0.546462,0.531261,0.444213,0.399574,0.217724,0.074742,0.008282,0.177264,0.357055,0.470167,0.609291,0.700568,0.751721,0.871455,0.826003,1.036486,1.133792,1.225827,1.304861,1.354105,1.32302,1.228576,1.330342,1.310786,1.24883,1.29708,1.315322,1.272773,1.366151,1.26913,0.146632,0.16316,0.025523,0.000219,0.03162,0.138152,0.221583,0.308014,0.417136,0.550382,0.671736,0.587411,0.745908,0.871029,0.940366,1.00716,1.062609,1.03247,0.946083,0.96392,0.976514,0.989664,0.961149,0.964223,0.963134,0.915058,0.793706,0.003666,48.3,763.27268,16.071822,2756.495654,58.254271,0,3,6,97.814167,6.25277,47.500192,97.81413,3.896332,48.0,36.428982,58.571399,-0.252514,7.453178,47.288764,99.058047,99.027592,3.971856,46.0,35.551397,57.447645,99.021075,0.121657,0.111115,0.000937,99.018819,4.036616,44.0,34.906913,56.984284,0.509739,9.975863,42.777399,100.530974,0.524981,100.329871,4.342588,44.0,36.36668,55.482909
396,397,398,7,12,110,2,1,C,PHY_499,Visual_Check,No,1,24,PHY499,Visual Check,0.030347684017518337,0.000669,-0.002904,-0.006071,0.004754,0.100394,0.132581,0.183476,0.268153,0.195394,0.188398,0.414717,0.481836,0.502049,0.555956,0.533927,0.544437,0.52269,0.495434,0.43908,0.382704,0.33128,0.364994,0.322231,0.333747,0.16507,0.115116,-0.048668,-0.05526,0.19999,0.229022,0.299211,0.392443,0.423615,0.451252,0.571183,0.60501,0.576813,0.503088,0.577854,0.522928,0.574513,0.613375,0.556565,0.531329,0.515177,0.415696,0.378786,0.218304,0.068496,0.004663,0.154543,0.32037,0.429457,0.570662,0.672494,0.742289,0.853551,0.815434,1.034942,1.125742,1.215947,1.274782,1.334199,1.291174,1.203059,1.318742,1.266231,1.209175,1.255635,1.288118,1.211167,1.264503,1.169485,0.265549,0.163465,0.025581,5.1e-05,0.021656,0.110445,0.189803,0.264981,0.339452,0.46798,0.605877,0.577765,0.717966,0.82228,0.884564,0.939034,0.996243,0.965502,0.865565,0.858668,0.884822,0.911179,0.859413,0.839788,0.875204,0.758516,0.696831,0.00667,53.7,857.068982,16.119533,3103.443627,58.61811,1,11,7,98.968755,7.319124,48.276232,98.968397,3.37404,48.0,35.341345,61.209955,-0.251496,6.489692,48.021715,100.652914,100.555686,3.484834,46.0,34.316639,59.609787,100.027222,18.182921,0.102493,0.181906,100.021358,3.455949,45.0,33.836049,59.859077,-0.865622,5.425157,55.686524,99.533702,1.881774,99.525596,3.301484,47.0,33.633051,61.213807
